-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/2009 through 12/31/2020 
Location: Latitude  51.2202   Longitude 4.4131 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 18.98 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
RH2M MERRA2 1/2x1/2 Relative Humidity at 2 Meters (%) 
T2M_MAX MERRA2 1/2x1/2 Maximum Temperature at 2 Meters (C) 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
T2M_MIN MERRA2 1/2x1/2 Minimum Temperature at 2 Meters (C) 
PRECTOT MERRA2 1/2x1/2 Precipitation (mm day-1) 
WS50M MERRA2 1/2x1/2 Wind Speed at 50 Meters (m/s) 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_RANGE,T2M_MAX,T2M_MIN,T2M,WS50M,PRECTOT,RH2M
51.22021,4.41311,2009,03,20,   10.84,    9.99,   -0.85,    3.88,    4.80,    0.00,   72.69
51.22021,4.41311,2009,03,21,   11.15,   11.06,   -0.09,    4.75,    3.34,    0.00,   69.84
51.22021,4.41311,2009,03,22,    8.81,   10.63,    1.81,    6.78,    7.48,    0.26,   83.64
51.22021,4.41311,2009,03,23,    5.63,   10.08,    4.45,    6.83,   11.21,    7.11,   88.74
51.22021,4.41311,2009,03,24,    6.36,    8.55,    2.18,    5.05,    9.62,    2.28,   82.79
51.22021,4.41311,2009,03,25,    5.76,    8.44,    2.69,    5.31,   10.33,   12.45,   91.42
51.22021,4.41311,2009,03,26,    5.89,    9.36,    3.46,    7.16,   10.55,    5.79,   94.16
51.22021,4.41311,2009,03,27,    4.24,    8.39,    4.15,    6.07,    9.12,    1.28,   82.59
51.22021,4.41311,2009,03,28,    5.28,    9.05,    3.77,    5.94,    7.26,    8.20,   86.38
51.22021,4.41311,2009,03,29,    7.02,    8.23,    1.21,    4.92,    5.89,    0.85,   82.37
51.22021,4.41311,2009,03,30,   10.54,   10.54,    0.00,    5.53,    1.72,    0.00,   68.79
51.22021,4.41311,2009,03,31,   12.64,   13.09,    0.45,    6.69,    4.00,    0.00,   71.55
51.22021,4.41311,2009,04,01,   11.09,   14.51,    3.42,    8.73,    8.30,    0.02,   81.01
51.22021,4.41311,2009,04,02,   12.16,   17.32,    5.16,   10.56,    7.42,    0.03,   82.58
51.22021,4.41311,2009,04,03,   12.93,   19.65,    6.72,   11.71,    3.12,    0.03,   84.30
51.22021,4.41311,2009,04,04,    5.97,   12.57,    6.60,    9.27,    4.74,    0.56,   90.48
51.22021,4.41311,2009,04,05,   10.11,   15.13,    5.02,    8.93,    2.89,    0.47,   81.22
51.22021,4.41311,2009,04,06,   12.28,   18.35,    6.07,   12.11,    5.91,    0.03,   81.59
51.22021,4.41311,2009,04,07,    6.29,   12.73,    6.43,    9.83,    6.43,    2.76,   85.73
51.22021,4.41311,2009,04,08,    6.13,   11.45,    5.32,    8.45,    9.44,    2.60,   92.24
51.22021,4.41311,2009,04,09,   10.84,   17.54,    6.70,   12.46,    6.48,    0.44,   86.42
51.22021,4.41311,2009,04,10,   11.48,   20.54,    9.06,   14.69,    8.37,    0.22,   77.90
51.22021,4.41311,2009,04,11,    7.92,   17.71,    9.79,   13.93,    4.47,    0.90,   80.11
51.22021,4.41311,2009,04,12,   10.19,   18.05,    7.86,   12.46,    5.72,    0.50,   85.34
51.22021,4.41311,2009,04,13,    8.61,   15.80,    7.19,   10.48,    4.45,    0.13,   86.71
51.22021,4.41311,2009,04,14,   12.38,   19.08,    6.71,   12.81,    5.24,    0.28,   82.46
51.22021,4.41311,2009,04,15,   12.80,   21.92,    9.12,   15.32,    6.36,    0.96,   75.38
51.22021,4.41311,2009,04,16,    7.04,   16.17,    9.14,   12.52,    3.62,    5.86,   84.64
51.22021,4.41311,2009,04,17,    4.80,   13.35,    8.55,   10.85,    4.33,   14.20,   91.19
51.22021,4.41311,2009,04,18,   10.39,   16.22,    5.83,   10.81,    6.74,    0.15,   76.79
51.22021,4.41311,2009,04,19,    9.71,   16.87,    7.17,   11.88,    4.56,    0.31,   77.86
51.22021,4.41311,2009,04,20,   10.79,   18.42,    7.63,   12.95,    4.90,    0.02,   77.33
51.22021,4.41311,2009,04,21,   11.61,   17.76,    6.14,   11.15,    5.01,    0.36,   79.37
51.22021,4.41311,2009,04,22,   10.86,   15.12,    4.25,    9.61,    5.04,    0.03,   76.44
51.22021,4.41311,2009,04,23,   12.26,   15.60,    3.34,    9.40,    3.67,    0.02,   77.16
51.22021,4.41311,2009,04,24,   12.73,   17.53,    4.81,   11.38,    7.39,    0.00,   71.07
51.22021,4.41311,2009,04,25,    9.56,   15.68,    6.12,   11.25,    6.97,    0.84,   80.06
51.22021,4.41311,2009,04,26,    5.88,   14.63,    8.75,   11.56,    3.26,    5.33,   87.98
51.22021,4.41311,2009,04,27,    6.39,   14.93,    8.54,   11.34,    7.64,    4.58,   78.76
51.22021,4.41311,2009,04,28,    6.53,   12.11,    5.58,    9.00,    4.22,    2.37,   81.08
51.22021,4.41311,2009,04,29,   11.93,   15.43,    3.50,   10.77,    2.14,    0.30,   73.55
51.22021,4.41311,2009,04,30,   11.04,   18.45,    7.40,   13.15,    2.37,    0.02,   68.63
51.22021,4.41311,2009,05,01,   11.71,   19.65,    7.93,   13.73,    3.60,    0.09,   75.82
51.22021,4.41311,2009,05,02,    8.59,   16.20,    7.61,   12.10,    4.12,    0.26,   84.39
51.22021,4.41311,2009,05,03,    7.78,   13.70,    5.93,   10.02,    5.98,    0.32,   82.25
51.22021,4.41311,2009,05,04,    9.47,   13.58,    4.10,    9.50,    5.26,    0.43,   71.97
