-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/1983 through 12/31/2008 
Location: Latitude  51.2202   Longitude 4.4131 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 18.98 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
T2M_MIN MERRA2 1/2x1/2 Minimum Temperature at 2 Meters (C) 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
T2M_MAX MERRA2 1/2x1/2 Maximum Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,T2M_RANGE
51.22021,4.41311,1983,04,17,   15.06,    9.15,   11.88,    5.91
51.22021,4.41311,1983,04,18,   18.05,    8.82,   12.84,    9.23
51.22021,4.41311,1983,04,19,   11.56,    4.15,    8.54,    7.41
51.22021,4.41311,1983,04,20,   14.52,    2.35,    9.83,   12.17
51.22021,4.41311,1983,04,21,   12.16,    5.79,    8.58,    6.37
51.22021,4.41311,1983,04,22,   15.24,    5.05,   10.30,   10.19
51.22021,4.41311,1983,04,23,   11.83,    6.45,    9.42,    5.38
51.22021,4.41311,1983,04,24,   15.84,    6.14,   10.25,    9.70
51.22021,4.41311,1983,04,25,   14.24,    7.41,   10.40,    6.83
51.22021,4.41311,1983,04,26,   14.81,    4.63,   10.15,   10.17
51.22021,4.41311,1983,04,27,   12.16,    6.99,    9.72,    5.18
51.22021,4.41311,1983,04,28,   13.75,    6.44,    9.99,    7.30
51.22021,4.41311,1983,04,29,   13.82,    6.82,   10.23,    7.00
51.22021,4.41311,1983,04,30,   16.84,    5.53,   11.83,   11.31
51.22021,4.41311,1983,05,01,   14.09,    7.37,   11.21,    6.72
51.22021,4.41311,1983,05,02,   11.69,    6.10,    8.74,    5.59
51.22021,4.41311,1983,05,03,   11.59,    6.09,    9.05,    5.50
51.22021,4.41311,1983,05,04,   13.81,    5.28,    9.25,    8.53
51.22021,4.41311,1983,05,05,   16.51,    5.14,   11.06,   11.37
51.22021,4.41311,1983,05,06,   17.80,    8.45,   12.61,    9.34
51.22021,4.41311,1983,05,07,   15.28,    9.39,   12.19,    5.88
51.22021,4.41311,1983,05,08,   13.79,    8.16,   10.93,    5.63
51.22021,4.41311,1983,05,09,   14.81,    7.72,   11.13,    7.10
51.22021,4.41311,1983,05,10,   11.53,    5.22,    8.38,    6.30
51.22021,4.41311,1983,05,11,   11.40,    5.61,    8.32,    5.80
51.22021,4.41311,1983,05,12,   13.26,    5.89,    9.64,    7.37
51.22021,4.41311,1983,05,13,   14.25,    7.15,   11.03,    7.11
51.22021,4.41311,1983,05,14,   15.91,    7.19,   11.11,    8.73
51.22021,4.41311,1983,05,15,   15.59,    7.23,   11.43,    8.36
51.22021,4.41311,1983,05,16,   15.59,    8.17,   12.07,    7.42
51.22021,4.41311,1983,05,17,   14.90,    8.18,   11.39,    6.72
51.22021,4.41311,1983,05,18,   15.15,    7.41,   11.35,    7.74
51.22021,4.41311,1983,05,19,   14.61,    8.23,   11.32,    6.38
51.22021,4.41311,1983,05,20,   12.84,    7.49,   10.44,    5.36
51.22021,4.41311,1983,05,21,   10.86,    5.60,    8.82,    5.26
51.22021,4.41311,1983,05,22,   14.76,    5.52,   10.35,    9.25
51.22021,4.41311,1983,05,23,   15.11,    5.01,   10.93,   10.11
51.22021,4.41311,1983,05,24,   12.95,    8.52,   10.35,    4.43
51.22021,4.41311,1983,05,25,   11.80,    8.48,   10.02,    3.31
51.22021,4.41311,1983,05,26,   12.56,    7.54,    9.81,    5.02
51.22021,4.41311,1983,05,27,   12.22,    7.48,    9.78,    4.74
51.22021,4.41311,1983,05,28,   12.51,    7.43,    9.75,    5.08
51.22021,4.41311,1983,05,29,   13.03,    6.36,    9.91,    6.67
51.22021,4.41311,1983,05,30,   15.31,    5.87,   11.09,    9.44
51.22021,4.41311,1983,05,31,   20.79,    9.36,   15.32,   11.43
51.22021,4.41311,1983,06,01,   22.59,   13.66,   17.00,    8.93
51.22021,4.41311,1983,06,02,   16.66,   10.52,   14.34,    6.14
51.22021,4.41311,1983,06,03,   20.57,    8.83,   15.89,   11.74
51.22021,4.41311,1983,06,04,   22.34,   13.56,   17.67,    8.78
51.22021,4.41311,1983,06,05,   17.78,   10.93,   14.96,    6.85
51.22021,4.41311,1983,06,06,   18.63,    8.12,   13.56,   10.52
51.22021,4.41311,1983,06,07,   23.29,    9.15,   16.96,   14.13
51.22021,4.41311,1983,06,08,   23.55,   13.37,   17.44,   10.17
51.22021,4.41311,1983,06,09,   19.67,   11.53,   15.92,    8.15
51.22021,4.41311,1983,06,10,   17.97,   10.28,   14.53,    7.69
51.22021,4.41311,1983,06,11,   18.09,    9.00,   14.01,    9.09
51.22021,4.41311,1983,06,12,   20.20,    8.86,   15.36,   11.34
51.22021,4.41311,1983,06,13,   18.71,    9.66,   14.55,    9.04
51.22021,4.41311,1983,06,14,   16.35,    9.37,   13.31,    6.98
51.22021,4.41311,1983,06,15,   15.36,    7.02,   11.79,    8.34
51.22021,4.41311,1983,06,16,   15.34,    6.65,   11.28,    8.69
51.22021,4.41311,1983,06,17,   15.65,    6.30,   11.55,    9.35
51.22021,4.41311,1983,06,18,   18.06,    7.56,   14.06,   10.50
51.22021,4.41311,1983,06,19,   20.61,   10.08,   15.81,   10.53
51.22021,4.41311,1983,06,20,   23.03,   10.83,   17.53,   12.20
51.22021,4.41311,1983,06,21,   24.96,   13.64,   19.38,   11.32
51.22021,4.41311,1983,06,22,   26.16,   15.38,   21.44,   10.78
51.22021,4.41311,1983,06,23,   23.66,   15.68,   19.91,    7.99
51.22021,4.41311,1983,06,24,   23.09,   14.24,   18.76,    8.86
51.22021,4.41311,1983,06,25,   22.34,   13.77,   18.26,    8.57
51.22021,4.41311,1983,06,26,   22.16,   13.95,   17.88,    8.21
51.22021,4.41311,1983,06,27,   17.70,    9.54,   14.72,    8.16
51.22021,4.41311,1983,06,28,   17.52,    8.26,   13.83,    9.27
51.22021,4.41311,1983,06,29,   18.99,   11.99,   15.49,    7.01
51.22021,4.41311,1983,06,30,   17.45,   10.58,   14.63,    6.88
51.22021,4.41311,1983,07,01,   18.27,    8.95,   14.52,    9.32
51.22021,4.41311,1983,07,02,   21.32,   10.76,   16.59,   10.57
51.22021,4.41311,1983,07,03,   22.43,   13.52,   17.76,    8.91
51.22021,4.41311,1983,07,04,   24.05,   11.99,   18.73,   12.05
51.22021,4.41311,1983,07,05,   26.07,   13.91,   20.86,   12.16
51.22021,4.41311,1983,07,06,   24.18,   17.03,   20.74,    7.15
51.22021,4.41311,1983,07,07,   24.78,   17.41,   20.89,    7.37
51.22021,4.41311,1983,07,08,   25.51,   16.53,   21.03,    8.98
51.22021,4.41311,1983,07,09,   26.30,   16.11,   21.61,   10.19
51.22021,4.41311,1983,07,10,   26.97,   17.60,   22.59,    9.36
51.22021,4.41311,1983,07,11,   29.70,   18.54,   23.85,   11.16
51.22021,4.41311,1983,07,12,   28.14,   15.70,   22.19,   12.44
51.22021,4.41311,1983,07,13,   22.43,   13.02,   18.05,    9.41
51.22021,4.41311,1983,07,14,   21.78,   10.94,   16.80,   10.84
51.22021,4.41311,1983,07,15,   26.41,   13.79,   20.87,   12.61
51.22021,4.41311,1983,07,16,   27.94,   17.08,   22.68,   10.86
51.22021,4.41311,1983,07,17,   28.36,   18.40,   22.72,    9.96
51.22021,4.41311,1983,07,18,   24.75,   17.24,   20.48,    7.51
51.22021,4.41311,1983,07,19,   23.92,   15.82,   19.92,    8.10
51.22021,4.41311,1983,07,20,   20.10,   11.20,   16.01,    8.90
51.22021,4.41311,1983,07,21,   20.98,    9.95,   15.77,   11.02
