-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/2009 through 12/31/2020 
Location: Latitude  50.2596   Longitude 4.9519 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 213.65 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
WS50M MERRA2 1/2x1/2 Wind Speed at 50 Meters (m/s) 
RH2M MERRA2 1/2x1/2 Relative Humidity at 2 Meters (%) 
PRECTOT MERRA2 1/2x1/2 Precipitation (mm day-1) 
T2M_MAX MERRA2 1/2x1/2 Maximum Temperature at 2 Meters (C) 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
T2M_MIN MERRA2 1/2x1/2 Minimum Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_RANGE,T2M_MAX,T2M_MIN,T2M,WS50M,PRECTOT,RH2M
50.25961,4.95191,2010,12,15,   10.33,    1.22,   -9.11,   -3.31,    6.61,    1.79,  100.00
50.25961,4.95191,2010,12,16,    4.04,    0.43,   -3.62,   -1.42,    8.00,   10.56,   97.01
50.25961,4.95191,2010,12,17,    5.44,   -1.96,   -7.39,   -4.54,    5.41,    2.08,   93.02
50.25961,4.95191,2010,12,18,    6.32,   -3.38,   -9.69,   -6.60,    6.72,    2.65,   93.19
50.25961,4.95191,2010,12,19,    5.46,   -0.54,   -6.00,   -3.30,    6.57,   12.07,   96.22
50.25961,4.95191,2010,12,20,    5.63,   -2.64,   -8.26,   -5.72,    4.63,    0.36,   93.97
50.25961,4.95191,2010,12,21,    2.31,    0.45,   -1.86,    0.10,    5.00,    2.13,   97.70
50.25961,4.95191,2010,12,22,    3.40,    0.59,   -2.81,   -0.34,    3.85,    5.30,   97.10
50.25961,4.95191,2010,12,23,    2.43,   -2.99,   -5.42,   -3.98,    8.68,    8.72,   94.61
50.25961,4.95191,2010,12,24,    2.88,   -3.44,   -6.32,   -4.26,   10.74,    3.41,   93.69
50.25961,4.95191,2010,12,25,    5.37,   -5.71,  -11.08,   -8.19,    5.55,    0.22,   93.01
50.25961,4.95191,2010,12,26,    5.08,   -1.64,   -6.72,   -4.13,    5.31,    0.73,   97.90
50.25961,4.95191,2010,12,27,    5.04,   -3.38,   -8.42,   -5.91,    7.08,    0.04,   91.43
50.25961,4.95191,2010,12,28,    4.91,   -0.59,   -5.50,   -2.71,    6.98,    1.77,   93.03
50.25961,4.95191,2010,12,29,    1.09,    0.61,   -0.48,    0.21,    3.93,    0.18,   96.15
50.25961,4.95191,2010,12,30,    6.45,    0.45,   -6.00,   -1.68,    3.52,    0.08,   95.85
50.25961,4.95191,2010,12,31,    6.50,   -1.18,   -7.68,   -4.58,    1.95,    0.19,   95.78
50.25961,4.95191,2011,01,01,    4.01,    0.27,   -3.73,   -1.40,    4.66,    1.23,   97.97
50.25961,4.95191,2011,01,02,    4.23,   -0.06,   -4.30,   -1.80,    4.33,    0.32,   97.97
50.25961,4.95191,2011,01,03,    3.32,   -1.02,   -4.34,   -3.12,    3.88,    0.33,   96.96
50.25961,4.95191,2011,01,04,    4.76,   -1.73,   -6.48,   -4.69,    6.58,    0.09,   94.59
50.25961,4.95191,2011,01,05,    7.57,    0.83,   -6.73,   -3.71,    9.24,    2.29,   94.33
50.25961,4.95191,2011,01,06,    3.21,    3.73,    0.53,    1.84,   11.73,   14.74,   98.35
50.25961,4.95191,2011,01,07,    3.23,    5.14,    1.91,    3.79,    9.17,    5.38,  100.00
50.25961,4.95191,2011,01,08,    4.44,    9.48,    5.04,    6.95,   11.73,    6.36,   95.54
50.25961,4.95191,2011,01,09,    7.40,    4.91,   -2.49,    1.51,    5.43,    6.36,   98.53
50.25961,4.95191,2011,01,10,    6.28,    3.46,   -2.82,   -0.57,    6.73,    0.04,   98.29
50.25961,4.95191,2011,01,11,    5.88,    4.12,   -1.76,    1.45,    9.59,    4.04,   97.36
50.25961,4.95191,2011,01,12,    8.10,    8.63,    0.53,    3.47,    9.40,   12.14,   99.90
50.25961,4.95191,2011,01,13,    2.31,   10.41,    8.09,    9.31,   11.12,   11.21,   96.55
50.25961,4.95191,2011,01,14,    3.21,    9.95,    6.74,    8.37,   10.94,    4.61,   95.38
50.25961,4.95191,2011,01,15,    1.82,    7.28,    5.46,    6.33,    9.59,    0.56,   94.60
50.25961,4.95191,2011,01,16,    6.74,    9.66,    2.92,    6.10,    8.60,    0.06,   95.11
50.25961,4.95191,2011,01,17,    2.59,    5.46,    2.87,    4.21,    7.51,    0.42,   96.92
50.25961,4.95191,2011,01,18,    5.02,    7.14,    2.12,    4.92,    6.80,    2.56,   96.78
50.25961,4.95191,2011,01,19,    3.71,    4.13,    0.42,    2.05,    5.78,    1.62,   93.80
50.25961,4.95191,2011,01,20,    5.04,    2.66,   -2.38,    0.34,    6.31,    0.80,   93.89
50.25961,4.95191,2011,01,21,    4.67,    0.88,   -3.79,   -2.12,    4.45,    0.15,   92.00
50.25961,4.95191,2011,01,22,    2.89,    2.30,   -0.59,    0.79,    4.62,    1.70,   98.38
50.25961,4.95191,2011,01,23,    3.66,    3.15,   -0.51,    1.51,    5.16,    1.20,   98.83
50.25961,4.95191,2011,01,24,    3.58,    4.52,    0.93,    2.49,    5.44,    1.37,   97.38
50.25961,4.95191,2011,01,25,    3.32,    3.78,    0.45,    2.11,    7.17,    7.13,   98.22
50.25961,4.95191,2011,01,26,    5.89,    3.77,   -2.12,    1.51,    4.75,    2.16,   95.52
50.25961,4.95191,2011,01,27,    6.16,    2.24,   -3.92,   -1.59,    7.57,    0.04,   88.67
50.25961,4.95191,2011,01,28,    5.55,    0.95,   -4.61,   -2.34,    7.54,    0.03,   85.96
50.25961,4.95191,2011,01,29,    6.46,    1.37,   -5.09,   -2.87,    5.43,    0.01,   87.12
50.25961,4.95191,2011,01,30,    7.47,    0.15,   -7.31,   -4.86,    5.05,    0.25,   90.30
50.25961,4.95191,2011,01,31,    7.73,    0.09,   -7.64,   -4.85,    2.10,    0.08,   93.06
50.25961,4.95191,2011,02,01,    5.74,   -0.59,   -6.33,   -3.59,    4.87,    0.57,   90.20
50.25961,4.95191,2011,02,02,    2.73,    1.25,   -1.48,   -0.24,    6.97,    0.65,   95.67
50.25961,4.95191,2011,02,03,    2.60,    2.95,    0.35,    1.56,    7.47,    2.72,   97.89
50.25961,4.95191,2011,02,04,    4.74,    5.84,    1.11,    3.48,   12.19,    0.52,   97.88
50.25961,4.95191,2011,02,05,    3.04,    8.89,    5.85,    7.22,   14.02,    0.26,   91.78
50.25961,4.95191,2011,02,06,    7.71,    8.75,    1.04,    5.60,   10.58,    0.11,   90.57
50.25961,4.95191,2011,02,07,    7.89,    8.74,    0.85,    4.41,    9.12,    0.33,   89.16
50.25961,4.95191,2011,02,08,    9.59,    8.68,   -0.91,    3.90,    3.41,    0.29,   85.55
50.25961,4.95191,2011,02,09,    8.21,    7.29,   -0.92,    2.56,    6.78,    0.05,   96.21
50.25961,4.95191,2011,02,10,    5.58,    7.85,    2.27,    4.45,    8.23,    5.15,   96.51
50.25961,4.95191,2011,02,11,    5.94,   11.44,    5.51,    8.44,    8.46,    5.45,   94.56
50.25961,4.95191,2011,02,12,    5.84,   10.00,    4.16,    6.35,    6.44,    1.40,   95.38
50.25961,4.95191,2011,02,13,    3.76,    6.64,    2.88,    4.30,    7.10,    0.42,   92.57
50.25961,4.95191,2011,02,14,    2.80,    5.51,    2.71,    4.02,    4.72,    4.10,   96.42
50.25961,4.95191,2011,02,15,    3.44,    6.09,    2.65,    4.01,    7.75,    0.71,   93.24
50.25961,4.95191,2011,02,16,    8.46,    8.99,    0.52,    4.39,    5.57,    0.42,   93.96
50.25961,4.95191,2011,02,17,    9.31,    9.02,   -0.29,    2.82,    4.72,    0.03,   91.82
50.25961,4.95191,2011,02,18,    6.57,    5.27,   -1.30,    1.00,    1.67,    0.16,   90.40
50.25961,4.95191,2011,02,19,    6.21,    4.28,   -1.94,    0.79,    6.63,    1.67,   91.99
50.25961,4.95191,2011,02,20,    6.05,    4.36,   -1.69,    1.10,    5.32,    1.63,   91.01
50.25961,4.95191,2011,02,21,    6.40,    3.39,   -3.01,   -0.50,    5.22,    0.11,   88.58
50.25961,4.95191,2011,02,22,    7.96,    3.29,   -4.67,   -1.86,    4.71,    0.00,   79.20
50.25961,4.95191,2011,02,23,    5.33,    1.13,   -4.20,   -1.17,    7.69,    4.99,   82.60
50.25961,4.95191,2011,02,24,    4.43,    4.21,   -0.22,    2.51,    4.98,    4.23,  100.00
50.25961,4.95191,2011,02,25,    3.61,    5.15,    1.54,    3.32,    4.38,    0.63,   99.42
50.25961,4.95191,2011,02,26,    3.75,    6.27,    2.53,    4.08,    7.54,    5.01,   97.16
50.25961,4.95191,2011,02,27,    5.50,    6.42,    0.92,    3.65,    7.94,    2.65,   91.30
50.25961,4.95191,2011,02,28,    6.40,    6.06,   -0.34,    2.37,    4.04,    0.71,   90.36
50.25961,4.95191,2011,03,01,    8.61,    7.53,   -1.08,    2.15,    8.19,    0.07,   89.40
50.25961,4.95191,2011,03,02,   10.94,    8.52,   -2.42,    2.08,    9.07,    0.04,   79.08
50.25961,4.95191,2011,03,03,   10.01,    6.15,   -3.87,    0.02,    7.57,    0.01,   80.84
50.25961,4.95191,2011,03,04,   11.17,    8.00,   -3.16,    1.12,    5.52,    0.00,   87.12
50.25961,4.95191,2011,03,05,    8.13,    4.87,   -3.25,    0.31,    6.10,    0.02,   90.71
50.25961,4.95191,2011,03,06,    8.73,    5.69,   -3.04,    0.18,    7.61,    0.02,   80.70
50.25961,4.95191,2011,03,07,    9.91,    6.31,   -3.60,    0.10,    8.13,    0.03,   71.53
50.25961,4.95191,2011,03,08,   13.44,    9.94,   -3.50,    2.74,    8.28,    0.16,   88.17
50.25961,4.95191,2011,03,09,    5.25,    8.01,    2.75,    4.66,    8.65,    0.48,   93.46
50.25961,4.95191,2011,03,10,    5.12,    7.48,    2.36,    4.93,   10.21,    0.53,   93.60
50.25961,4.95191,2011,03,11,    7.72,   10.70,    2.98,    6.66,    7.31,    0.52,   86.79
50.25961,4.95191,2011,03,12,   10.25,   12.22,    1.96,    6.77,    8.82,    0.65,   88.34
50.25961,4.95191,2011,03,13,    4.25,   10.42,    6.17,    7.69,    7.48,    3.90,   92.35
50.25961,4.95191,2011,03,14,    8.44,   13.05,    4.61,    8.46,    4.48,    0.60,   89.63
50.25961,4.95191,2011,03,15,   12.45,   16.44,    3.99,    9.41,    7.47,    0.02,   85.28
50.25961,4.95191,2011,03,16,    9.13,   14.37,    5.24,    8.68,    7.91,    0.04,   88.29
50.25961,4.95191,2011,03,17,    3.11,    6.51,    3.40,    4.72,    6.05,    0.59,   94.33
50.25961,4.95191,2011,03,18,    6.57,    9.74,    3.17,    5.95,    4.25,    6.18,   90.55
50.25961,4.95191,2011,03,19,   10.76,    9.74,   -1.02,    4.62,    6.60,    0.32,   80.63
50.25961,4.95191,2011,03,20,   11.92,    9.52,   -2.40,    3.62,    2.76,    0.01,   64.13
50.25961,4.95191,2011,03,21,   13.98,   12.52,   -1.46,    5.22,    3.18,    0.00,   62.53
50.25961,4.95191,2011,03,22,   14.37,   14.59,    0.23,    6.84,    4.69,    0.01,   69.81
50.25961,4.95191,2011,03,23,   13.81,   15.76,    1.95,    8.28,    5.89,    0.00,   85.15
50.25961,4.95191,2011,03,24,   13.99,   16.66,    2.67,    9.35,    4.85,    0.00,   80.74
50.25961,4.95191,2011,03,25,   13.74,   16.61,    2.87,    9.23,    4.28,    0.01,   80.44
50.25961,4.95191,2011,03,26,   10.89,   12.94,    2.06,    7.34,    5.03,    0.05,   82.82
50.25961,4.95191,2011,03,27,   12.67,   14.67,    2.00,    7.76,    4.67,    0.02,   77.28
50.25961,4.95191,2011,03,28,   10.96,   12.33,    1.37,    6.27,    4.45,    0.00,   76.11
50.25961,4.95191,2011,03,29,   16.02,   15.26,   -0.76,    7.71,    3.74,    0.00,   71.60
50.25961,4.95191,2011,03,30,   10.06,   13.99,    3.93,    8.79,    7.15,    2.17,   90.89
50.25961,4.95191,2011,03,31,    5.37,   13.39,    8.02,   10.86,    9.89,    5.43,   93.85
50.25961,4.95191,2011,04,01,    7.05,   15.99,    8.93,   12.22,    7.36,    0.78,   91.71
50.25961,4.95191,2011,04,02,   12.79,   21.09,    8.30,   14.36,    7.84,    0.34,   84.02
50.25961,4.95191,2011,04,03,    5.32,   12.14,    6.82,   10.01,    4.15,    6.94,   90.62
50.25961,4.95191,2011,04,04,    9.61,   12.26,    2.65,    7.59,    5.95,    0.44,   85.18
50.25961,4.95191,2011,04,05,    9.58,   11.99,    2.42,    8.08,    7.95,    0.86,   80.68
50.25961,4.95191,2011,04,06,   12.88,   20.42,    7.54,   13.56,    5.58,    0.16,   79.77
50.25961,4.95191,2011,04,07,   10.34,   18.51,    8.17,   12.94,    6.24,    0.03,   78.52
50.25961,4.95191,2011,04,08,   12.29,   17.68,    5.38,   11.30,    4.12,    0.00,   80.06
50.25961,4.95191,2011,04,09,   12.27,   16.41,    4.14,    9.62,    6.08,    0.01,   76.93
50.25961,4.95191,2011,04,10,   16.04,   20.09,    4.05,   11.89,    5.26,    0.00,   72.13
50.25961,4.95191,2011,04,11,   13.56,   20.22,    6.67,   13.00,    6.79,    0.58,   77.05
50.25961,4.95191,2011,04,12,    8.24,   10.26,    2.02,    7.07,    8.77,    1.53,   78.20
50.25961,4.95191,2011,04,13,   11.49,   11.94,    0.45,    6.60,    4.23,    0.04,   74.45
50.25961,4.95191,2011,04,14,    8.53,   11.73,    3.20,    7.34,    2.70,    0.08,   75.51
50.25961,4.95191,2011,04,15,   12.14,   14.27,    2.13,    8.21,    3.81,    0.00,   68.73
50.25961,4.95191,2011,04,16,   13.47,   15.16,    1.69,    8.74,    3.18,    0.00,   64.69
50.25961,4.95191,2011,04,17,   11.39,   15.78,    4.39,    9.71,    4.46,    0.01,   65.21
50.25961,4.95191,2011,04,18,   14.81,   18.11,    3.29,   11.17,    6.61,    0.00,   69.45
50.25961,4.95191,2011,04,19,   14.04,   21.06,    7.02,   14.25,    4.84,    0.00,   65.10
50.25961,4.95191,2011,04,20,   14.48,   21.23,    6.76,   14.97,    3.32,    0.01,   56.78
50.25961,4.95191,2011,04,21,   13.02,   21.07,    8.05,   14.87,    5.18,    0.06,   66.14
50.25961,4.95191,2011,04,22,   12.37,   22.54,   10.17,   16.35,    4.68,    0.32,   66.07
50.25961,4.95191,2011,04,23,   12.69,   23.51,   10.82,   17.06,    4.50,    1.59,   67.91
50.25961,4.95191,2011,04,24,   11.63,   23.01,   11.38,   16.78,    4.37,    0.14,   67.41
50.25961,4.95191,2011,04,25,   12.75,   21.18,    8.43,   14.48,    5.89,    0.03,   67.35
50.25961,4.95191,2011,04,26,   12.83,   19.54,    6.71,   13.53,    6.61,    0.00,   69.83
50.25961,4.95191,2011,04,27,    7.81,   14.32,    6.51,   10.29,    7.13,    1.80,   84.96
50.25961,4.95191,2011,04,28,    6.33,   14.12,    7.79,   10.73,    3.27,    4.68,   85.65
50.25961,4.95191,2011,04,29,   11.91,   18.23,    6.32,   12.93,    6.31,    1.15,   83.13
50.25961,4.95191,2011,04,30,   10.12,   18.99,    8.87,   14.06,    8.34,    1.49,   77.13
50.25961,4.95191,2011,05,01,   11.69,   18.88,    7.18,   13.09,    7.79,    0.24,   71.64
50.25961,4.95191,2011,05,02,   11.41,   16.59,    5.18,   10.40,    7.96,    0.00,   65.69
50.25961,4.95191,2011,05,03,   11.49,   14.00,    2.51,    7.94,    7.33,    0.00,   65.77
50.25961,4.95191,2011,05,04,   13.95,   14.46,    0.50,    8.12,    4.34,    0.01,   63.93
50.25961,4.95191,2011,05,05,   15.24,   17.62,    2.38,   10.61,    5.30,    0.00,   64.24
50.25961,4.95191,2011,05,06,   14.81,   20.66,    5.85,   13.89,    5.68,    0.00,   65.98
50.25961,4.95191,2011,05,07,   11.55,   22.20,   10.65,   16.75,    9.23,    0.00,   71.31
50.25961,4.95191,2011,05,08,   10.79,   23.21,   12.42,   18.01,    5.83,    0.04,   70.27
50.25961,4.95191,2011,05,09,    7.96,   20.18,   12.22,   16.07,    2.01,    1.42,   80.43
50.25961,4.95191,2011,05,10,   10.62,   22.57,   11.95,   17.06,    2.46,    2.12,   77.56
50.25961,4.95191,2011,05,11,    9.70,   19.89,   10.19,   14.39,    3.97,    0.06,   72.16
50.25961,4.95191,2011,05,12,    9.74,   16.39,    6.65,   12.00,    5.36,    0.03,   74.60
50.25961,4.95191,2011,05,13,   12.41,   18.15,    5.75,   12.76,    2.66,    0.05,   66.63
50.25961,4.95191,2011,05,14,    8.10,   15.44,    7.33,   10.96,    5.63,    0.18,   71.71
50.25961,4.95191,2011,05,15,    6.71,   13.64,    6.93,    9.86,    6.04,    2.24,   79.76
50.25961,4.95191,2011,05,16,    7.95,   13.97,    6.02,   10.77,    7.29,    0.33,   87.04
50.25961,4.95191,2011,05,17,    9.98,   18.08,    8.10,   12.53,    5.53,    0.06,   79.14
50.25961,4.95191,2011,05,18,   13.43,   20.30,    6.86,   14.36,    4.27,    0.01,   76.75
50.25961,4.95191,2011,05,19,    8.28,   18.98,   10.70,   14.69,    2.77,    0.45,   83.01
50.25961,4.95191,2011,05,20,   10.37,   19.45,    9.08,   14.54,    4.33,    0.68,   84.28
50.25961,4.95191,2011,05,21,   13.97,   20.93,    6.97,   14.88,    2.83,    0.05,   68.96
50.25961,4.95191,2011,05,22,   10.81,   18.36,    7.55,   14.31,    8.02,    4.26,   80.68
50.25961,4.95191,2011,05,23,   14.69,   20.55,    5.86,   14.04,    6.77,    0.02,   72.70
50.25961,4.95191,2011,05,24,    9.99,   16.60,    6.61,   11.92,    6.26,    0.03,   68.01
50.25961,4.95191,2011,05,25,   15.19,   19.99,    4.80,   13.32,    4.65,    0.00,   62.91
50.25961,4.95191,2011,05,26,    6.94,   16.30,    9.36,   13.02,   10.46,    0.19,   70.26
50.25961,4.95191,2011,05,27,    7.49,   14.96,    7.47,   11.34,    6.09,    1.83,   79.08
50.25961,4.95191,2011,05,28,   11.11,   17.36,    6.24,   11.98,    6.63,    0.04,   71.95
50.25961,4.95191,2011,05,29,   12.09,   21.23,    9.14,   14.96,    6.70,    0.10,   77.83
50.25961,4.95191,2011,05,30,   15.45,   25.17,    9.73,   18.17,    5.83,    0.09,   70.59
50.25961,4.95191,2011,05,31,    8.65,   15.68,    7.03,   12.10,    6.67,    9.03,   79.91
50.25961,4.95191,2011,06,01,   11.59,   18.00,    6.41,   12.28,    6.82,    0.03,   66.66
50.25961,4.95191,2011,06,02,   13.67,   20.63,    6.96,   14.47,    8.48,    0.00,   61.15
50.25961,4.95191,2011,06,03,   14.60,   23.54,    8.94,   17.39,    8.90,    0.01,   67.56
50.25961,4.95191,2011,06,04,   11.59,   25.19,   13.60,   20.03,    6.92,    2.33,   75.75
50.25961,4.95191,2011,06,05,    8.49,   23.36,   14.87,   19.09,    3.84,    8.71,   84.98
50.25961,4.95191,2011,06,06,    9.29,   21.23,   11.94,   17.17,    6.20,    5.01,   85.52
50.25961,4.95191,2011,06,07,   10.46,   21.20,   10.74,   15.85,    2.84,    5.86,   81.30
50.25961,4.95191,2011,06,08,    8.89,   17.65,    8.76,   12.99,    6.30,    1.14,   71.48
50.25961,4.95191,2011,06,09,   10.29,   17.09,    6.80,   13.17,    4.48,    0.26,   68.64
50.25961,4.95191,2011,06,10,    8.81,   16.37,    7.55,   12.73,    3.46,    4.55,   77.66
50.25961,4.95191,2011,06,11,    9.07,   15.72,    6.65,   11.50,    5.08,    1.12,   75.88
50.25961,4.95191,2011,06,12,   12.10,   18.08,    5.99,   13.18,    4.07,    0.05,   66.98
50.25961,4.95191,2011,06,13,    9.88,   20.57,   10.69,   15.79,    6.82,    2.49,   83.69
50.25961,4.95191,2011,06,14,    9.87,   21.60,   11.73,   16.90,    3.06,    1.00,   80.09
50.25961,4.95191,2011,06,15,    8.49,   22.01,   13.53,   17.76,    5.41,    0.41,   76.91
50.25961,4.95191,2011,06,16,   10.36,   19.45,    9.09,   15.36,    8.20,    3.76,   79.58
50.25961,4.95191,2011,06,17,    9.98,   17.83,    7.84,   13.94,    7.03,    1.15,   72.92
50.25961,4.95191,2011,06,18,    6.59,   16.26,    9.67,   12.95,   11.68,    5.33,   78.17
50.25961,4.95191,2011,06,19,    8.93,   16.35,    7.42,   12.07,    9.74,    4.00,   80.27
50.25961,4.95191,2011,06,20,   12.19,   19.28,    7.09,   13.94,    6.84,    5.06,   90.33
50.25961,4.95191,2011,06,21,    6.33,   20.79,   14.46,   17.36,    7.75,    3.22,   83.95
50.25961,4.95191,2011,06,22,    6.04,   18.65,   12.61,   15.70,    8.20,    9.27,   80.86
50.25961,4.95191,2011,06,23,    8.84,   17.21,    8.37,   13.52,    8.00,    1.14,   74.73
50.25961,4.95191,2011,06,24,    9.10,   16.70,    7.60,   12.72,    5.76,    0.76,   74.89
50.25961,4.95191,2011,06,25,   11.28,   20.56,    9.28,   14.66,    6.55,    2.12,   86.54
50.25961,4.95191,2011,06,26,   13.52,   26.06,   12.54,   19.78,    3.33,    0.12,   77.36
50.25961,4.95191,2011,06,27,   15.96,   31.25,   15.29,   23.85,    5.18,    0.02,   61.31
50.25961,4.95191,2011,06,28,   12.48,   31.46,   18.98,   25.06,    5.36,    8.21,   71.20
50.25961,4.95191,2011,06,29,   10.20,   20.31,   10.11,   16.56,    6.96,   12.68,   80.42
50.25961,4.95191,2011,06,30,   10.65,   18.99,    8.34,   14.11,    3.67,    0.35,   71.79
50.25961,4.95191,2011,07,01,    9.68,   17.83,    8.15,   13.15,    5.15,    0.63,   72.37
50.25961,4.95191,2011,07,02,   11.33,   18.35,    7.02,   13.00,    4.85,    0.01,   69.23
50.25961,4.95191,2011,07,03,   12.92,   19.78,    6.86,   13.84,    5.01,    0.02,   70.07
50.25961,4.95191,2011,07,04,   13.70,   21.73,    8.04,   15.68,    4.30,    0.01,   71.75
50.25961,4.95191,2011,07,05,   15.15,   25.31,   10.16,   19.11,    4.10,    0.00,   61.09
50.25961,4.95191,2011,07,06,    6.69,   20.79,   14.10,   17.59,    6.91,    1.30,   69.86
50.25961,4.95191,2011,07,07,    8.41,   21.48,   13.07,   17.27,    6.89,    0.35,   63.78
50.25961,4.95191,2011,07,08,    9.04,   20.92,   11.88,   16.61,    8.43,    0.62,   68.77
50.25961,4.95191,2011,07,09,    6.48,   19.99,   13.51,   16.66,    6.93,    2.60,   74.27
50.25961,4.95191,2011,07,10,   10.19,   22.21,   12.02,   17.48,    2.18,    0.69,   69.09
50.25961,4.95191,2011,07,11,   10.13,   23.47,   13.34,   18.70,    2.91,    0.09,   67.57
50.25961,4.95191,2011,07,12,   13.72,   26.67,   12.95,   19.23,    4.98,    6.69,   72.57
50.25961,4.95191,2011,07,13,    4.40,   14.17,    9.77,   12.83,    8.39,    3.56,   88.47
50.25961,4.95191,2011,07,14,    7.20,   16.26,    9.06,   12.60,    9.24,    2.86,   80.37
50.25961,4.95191,2011,07,15,   11.23,   21.58,   10.36,   16.60,    4.96,    0.18,   66.15
50.25961,4.95191,2011,07,16,    8.90,   21.75,   12.85,   16.98,    9.44,   15.07,   73.81
50.25961,4.95191,2011,07,17,    6.48,   18.59,   12.11,   15.04,   10.01,    3.15,   75.72
50.25961,4.95191,2011,07,18,    6.02,   17.85,   11.83,   14.53,    9.76,    2.13,   76.19
50.25961,4.95191,2011,07,19,    8.77,   18.44,    9.67,   14.52,    3.58,    5.89,   82.45
50.25961,4.95191,2011,07,20,    7.90,   19.53,   11.63,   15.25,    3.82,    3.45,   81.51
50.25961,4.95191,2011,07,21,    8.07,   19.40,   11.33,   15.25,    3.33,    3.60,   82.42
50.25961,4.95191,2011,07,22,    9.34,   17.63,    8.29,   13.84,    5.18,    2.65,   82.16
50.25961,4.95191,2011,07,23,    7.11,   14.17,    7.06,   11.17,    5.32,    4.21,   85.52
50.25961,4.95191,2011,07,24,    8.08,   17.34,    9.26,   13.33,    7.03,    2.71,   78.96
50.25961,4.95191,2011,07,25,    9.70,   19.58,    9.88,   15.53,    3.75,    0.93,   78.84
50.25961,4.95191,2011,07,26,    8.33,   19.55,   11.22,   15.32,    4.07,    1.23,   81.66
50.25961,4.95191,2011,07,27,    7.50,   19.57,   12.07,   15.75,    2.15,    5.03,   81.83
50.25961,4.95191,2011,07,28,    7.59,   20.31,   12.72,   16.53,    3.48,    4.33,   86.33
50.25961,4.95191,2011,07,29,    8.43,   19.89,   11.46,   15.86,    5.33,    1.29,   82.84
50.25961,4.95191,2011,07,30,    5.63,   16.46,   10.83,   13.78,    4.25,    0.67,   81.59
50.25961,4.95191,2011,07,31,    9.64,   19.66,   10.02,   14.30,    1.95,    0.05,   72.69
50.25961,4.95191,2011,08,01,   15.09,   23.29,    8.20,   16.69,    3.33,    0.00,   69.07
50.25961,4.95191,2011,08,02,   15.20,   27.43,   12.22,   20.81,    4.23,    0.02,   61.47
50.25961,4.95191,2011,08,03,    6.06,   20.89,   14.82,   18.31,    4.18,    6.54,   83.55
50.25961,4.95191,2011,08,04,   11.99,   24.69,   12.70,   19.03,    5.36,    2.59,   79.09
50.25961,4.95191,2011,08,05,    8.62,   23.29,   14.67,   18.94,    3.72,    1.78,   80.72
50.25961,4.95191,2011,08,06,    8.15,   21.40,   13.25,   17.52,    6.27,    8.94,   88.44
50.25961,4.95191,2011,08,07,    8.28,   19.81,   11.53,   15.27,    8.10,    0.61,   72.44
50.25961,4.95191,2011,08,08,    5.39,   17.06,   11.67,   13.67,    9.64,   10.03,   83.19
50.25961,4.95191,2011,08,09,    8.70,   16.82,    8.12,   13.10,    7.52,    2.19,   79.17
50.25961,4.95191,2011,08,10,   13.36,   20.18,    6.82,   14.38,    6.69,    0.00,   68.56
50.25961,4.95191,2011,08,11,   10.74,   22.11,   11.37,   16.89,    8.84,    0.57,   67.09
50.25961,4.95191,2011,08,12,    6.43,   20.97,   14.53,   17.12,    6.12,    3.54,   86.65
50.25961,4.95191,2011,08,13,    9.35,   22.76,   13.41,   17.78,    5.95,    4.23,   86.70
50.25961,4.95191,2011,08,14,    7.43,   20.70,   13.27,   17.32,    5.79,   16.98,   86.23
50.25961,4.95191,2011,08,15,   11.29,   21.08,    9.79,   15.86,    4.10,    0.10,   76.25
50.25961,4.95191,2011,08,16,    9.73,   21.72,   12.00,   17.21,    3.10,    0.21,   71.80
50.25961,4.95191,2011,08,17,   12.81,   25.06,   12.25,   18.60,    2.81,    1.05,   75.46
50.25961,4.95191,2011,08,18,   13.22,   26.94,   13.72,   20.73,    5.55,    4.60,   81.63
50.25961,4.95191,2011,08,19,    7.08,   20.50,   13.41,   17.67,    4.33,    1.60,   78.74
50.25961,4.95191,2011,08,20,   13.71,   24.96,   11.25,   18.73,    3.93,    0.01,   66.27
50.25961,4.95191,2011,08,21,   11.42,   27.51,   16.09,   21.31,    6.62,    8.06,   84.02
50.25961,4.95191,2011,08,22,    7.98,   22.68,   14.71,   18.31,    4.23,    1.92,   81.23
50.25961,4.95191,2011,08,23,    9.65,   25.23,   15.57,   20.29,    6.60,   11.78,   82.65
50.25961,4.95191,2011,08,24,    7.17,   20.77,   13.60,   17.29,    4.77,    2.75,   85.03
50.25961,4.95191,2011,08,25,    9.90,   22.88,   12.98,   17.99,    4.69,    0.64,   81.38
50.25961,4.95191,2011,08,26,    8.29,   21.40,   13.10,   17.09,    8.91,   15.83,   91.15
50.25961,4.95191,2011,08,27,    6.90,   17.12,   10.21,   13.85,    7.49,    3.14,   81.76
