-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/1983 through 12/31/2008 
Location: Latitude  50.2596   Longitude 4.9519 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 213.65 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
T2M_MIN MERRA2 1/2x1/2 Minimum Temperature at 2 Meters (C) 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
T2M_MAX MERRA2 1/2x1/2 Maximum Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,T2M_RANGE
50.25961,4.95191,1989,11,30,    2.27,   -4.17,   -1.81,    6.44
50.25961,4.95191,1989,12,01,    4.32,   -2.38,   -0.18,    6.70
50.25961,4.95191,1989,12,02,    4.06,   -3.11,   -1.10,    7.17
50.25961,4.95191,1989,12,03,    3.98,   -4.47,   -1.01,    8.45
50.25961,4.95191,1989,12,04,    3.00,   -2.68,   -1.11,    5.68
50.25961,4.95191,1989,12,05,    3.30,   -1.69,    0.68,    4.99
50.25961,4.95191,1989,12,06,    2.82,   -0.85,    0.61,    3.67
50.25961,4.95191,1989,12,07,    5.08,   -0.67,    1.51,    5.75
50.25961,4.95191,1989,12,08,    3.34,   -1.92,   -0.42,    5.26
50.25961,4.95191,1989,12,09,    3.94,   -1.27,    0.77,    5.21
50.25961,4.95191,1989,12,10,    2.11,   -3.12,   -0.92,    5.22
50.25961,4.95191,1989,12,11,    0.59,   -4.58,   -2.92,    5.17
50.25961,4.95191,1989,12,12,    2.28,   -4.22,    0.01,    6.50
50.25961,4.95191,1989,12,13,    8.23,    0.39,    4.11,    7.84
50.25961,4.95191,1989,12,14,   10.55,    5.37,    7.99,    5.17
50.25961,4.95191,1989,12,15,    9.43,    6.49,    8.21,    2.95
50.25961,4.95191,1989,12,16,   13.47,    7.42,   10.97,    6.05
50.25961,4.95191,1989,12,17,   11.61,    7.92,    9.76,    3.69
50.25961,4.95191,1989,12,18,   11.08,    5.52,    8.38,    5.56
50.25961,4.95191,1989,12,19,    8.80,    4.17,    5.89,    4.63
50.25961,4.95191,1989,12,20,    9.82,    4.95,    7.99,    4.87
50.25961,4.95191,1989,12,21,   11.59,    9.36,   10.06,    2.23
50.25961,4.95191,1989,12,22,    9.32,    1.58,    7.06,    7.75
50.25961,4.95191,1989,12,23,    6.24,   -0.07,    3.00,    6.31
50.25961,4.95191,1989,12,24,    7.11,    2.96,    5.16,    4.15
50.25961,4.95191,1989,12,25,    6.46,    0.64,    3.34,    5.82
50.25961,4.95191,1989,12,26,    4.04,    0.25,    2.26,    3.78
50.25961,4.95191,1989,12,27,    4.27,   -0.17,    1.19,    4.44
50.25961,4.95191,1989,12,28,    2.12,   -0.39,    0.57,    2.51
50.25961,4.95191,1989,12,29,    2.10,   -1.24,   -0.18,    3.34
50.25961,4.95191,1989,12,30,    0.76,   -2.12,   -1.12,    2.88
50.25961,4.95191,1989,12,31,    1.26,   -2.41,   -1.24,    3.67
50.25961,4.95191,1990,01,01,    1.56,   -2.14,   -0.64,    3.69
50.25961,4.95191,1990,01,02,    2.19,   -1.57,   -0.11,    3.76
50.25961,4.95191,1990,01,03,    2.75,   -2.65,   -0.65,    5.40
50.25961,4.95191,1990,01,04,    0.59,   -2.73,   -0.97,    3.32
50.25961,4.95191,1990,01,05,    1.62,   -0.19,    0.66,    1.80
50.25961,4.95191,1990,01,06,    3.34,   -0.17,    1.22,    3.51
50.25961,4.95191,1990,01,07,    2.85,   -0.65,    0.35,    3.50
50.25961,4.95191,1990,01,08,    2.84,   -0.15,    1.55,    2.99
50.25961,4.95191,1990,01,09,    4.34,    1.96,    2.79,    2.38
50.25961,4.95191,1990,01,10,    4.39,    0.78,    2.16,    3.61
50.25961,4.95191,1990,01,11,    4.33,   -1.28,    1.30,    5.61
50.25961,4.95191,1990,01,12,    3.14,   -2.64,   -0.61,    5.78
50.25961,4.95191,1990,01,13,    2.04,   -0.37,    0.72,    2.41
50.25961,4.95191,1990,01,14,    3.31,   -1.09,    0.63,    4.40
50.25961,4.95191,1990,01,15,    6.31,    0.01,    3.40,    6.30
50.25961,4.95191,1990,01,16,    9.35,    6.31,    7.83,    3.04
50.25961,4.95191,1990,01,17,    7.88,    0.37,    5.32,    7.52
50.25961,4.95191,1990,01,18,    5.71,   -0.44,    1.55,    6.15
50.25961,4.95191,1990,01,19,    3.73,   -0.47,    1.41,    4.19
50.25961,4.95191,1990,01,20,    6.69,    1.06,    4.18,    5.63
50.25961,4.95191,1990,01,21,    7.06,    2.04,    4.49,    5.02
50.25961,4.95191,1990,01,22,    5.00,    0.26,    2.82,    4.73
50.25961,4.95191,1990,01,23,    5.97,    3.52,    4.73,    2.45
50.25961,4.95191,1990,01,24,    5.63,    1.72,    3.62,    3.91
50.25961,4.95191,1990,01,25,   11.22,    3.46,    7.10,    7.76
50.25961,4.95191,1990,01,26,    4.35,    1.59,    3.06,    2.76
50.25961,4.95191,1990,01,27,    6.19,    2.18,    4.04,    4.01
50.25961,4.95191,1990,01,28,    8.05,    2.16,    5.33,    5.88
50.25961,4.95191,1990,01,29,    4.18,    0.73,    2.37,    3.46
50.25961,4.95191,1990,01,30,    7.70,    0.41,    4.84,    7.28
50.25961,4.95191,1990,01,31,    7.82,    4.27,    6.57,    3.55
50.25961,4.95191,1990,02,01,    8.32,    4.99,    6.21,    3.33
50.25961,4.95191,1990,02,02,    7.83,    3.65,    5.60,    4.18
50.25961,4.95191,1990,02,03,   11.42,    3.82,    6.49,    7.60
50.25961,4.95191,1990,02,04,    7.88,    1.67,    3.91,    6.21
50.25961,4.95191,1990,02,05,    9.53,   -0.08,    3.69,    9.61
50.25961,4.95191,1990,02,06,   10.36,    2.64,    6.37,    7.72
50.25961,4.95191,1990,02,07,   11.12,    5.36,    8.09,    5.76
50.25961,4.95191,1990,02,08,   11.09,    2.81,    8.27,    8.28
50.25961,4.95191,1990,02,09,    7.49,    0.66,    3.46,    6.84
50.25961,4.95191,1990,02,10,    8.53,    0.27,    3.25,    8.26
50.25961,4.95191,1990,02,11,    5.98,    1.81,    4.09,    4.17
50.25961,4.95191,1990,02,12,    4.68,    2.30,    3.52,    2.38
50.25961,4.95191,1990,02,13,    9.67,    0.70,    4.06,    8.98
50.25961,4.95191,1990,02,14,    8.65,    3.06,    5.38,    5.59
50.25961,4.95191,1990,02,15,    7.64,    0.90,    3.88,    6.73
50.25961,4.95191,1990,02,16,    5.52,   -2.46,    1.66,    7.98
50.25961,4.95191,1990,02,17,    7.69,   -2.40,    3.74,   10.10
50.25961,4.95191,1990,02,18,    8.34,    4.53,    5.99,    3.81
50.25961,4.95191,1990,02,19,   12.97,    4.80,    8.32,    8.18
50.25961,4.95191,1990,02,20,   15.27,    6.63,    9.75,    8.64
50.25961,4.95191,1990,02,21,   13.34,    2.11,    7.19,   11.23
50.25961,4.95191,1990,02,22,   13.27,   -0.22,    5.74,   13.49
50.25961,4.95191,1990,02,23,   13.65,    4.39,    6.99,    9.26
50.25961,4.95191,1990,02,24,   15.32,    5.59,    9.71,    9.73
50.25961,4.95191,1990,02,25,   10.83,    6.58,    8.81,    4.26
50.25961,4.95191,1990,02,26,   11.09,    5.58,    8.19,    5.50
50.25961,4.95191,1990,02,27,    5.97,    2.91,    4.77,    3.06
50.25961,4.95191,1990,02,28,    9.95,    1.32,    5.05,    8.63
50.25961,4.95191,1990,03,01,    4.57,    1.07,    2.60,    3.50
50.25961,4.95191,1990,03,02,    3.00,   -0.37,    1.02,    3.38
50.25961,4.95191,1990,03,03,    6.50,   -0.76,    2.27,    7.26
50.25961,4.95191,1990,03,04,    6.90,   -1.05,    3.10,    7.95
50.25961,4.95191,1990,03,05,    8.68,    0.02,    3.96,    8.66
50.25961,4.95191,1990,03,06,    7.33,    3.09,    5.24,    4.24
50.25961,4.95191,1990,03,07,    9.96,    5.88,    7.31,    4.08
50.25961,4.95191,1990,03,08,   12.83,    2.98,    7.60,    9.85
50.25961,4.95191,1990,03,09,    9.88,    2.95,    6.58,    6.94
50.25961,4.95191,1990,03,10,   14.82,    3.18,    8.56,   11.64
50.25961,4.95191,1990,03,11,   14.76,    5.74,    9.27,    9.02
50.25961,4.95191,1990,03,12,   12.74,    0.67,    6.93,   12.07
50.25961,4.95191,1990,03,13,   13.38,   -0.61,    6.46,   13.99
50.25961,4.95191,1990,03,14,   12.11,    4.16,    7.73,    7.95
50.25961,4.95191,1990,03,15,   13.93,    1.99,    7.61,   11.94
50.25961,4.95191,1990,03,16,   16.36,    0.79,    8.21,   15.58
50.25961,4.95191,1990,03,17,   18.65,    3.85,   10.40,   14.80
50.25961,4.95191,1990,03,18,   18.08,    4.05,   10.44,   14.03
50.25961,4.95191,1990,03,19,   15.83,    5.98,   10.30,    9.85
50.25961,4.95191,1990,03,20,   13.06,    7.98,   10.26,    5.08
50.25961,4.95191,1990,03,21,   15.86,    8.60,   11.25,    7.27
50.25961,4.95191,1990,03,22,   11.27,    3.65,    8.56,    7.61
50.25961,4.95191,1990,03,23,   11.20,    3.91,    6.49,    7.29
50.25961,4.95191,1990,03,24,   10.40,    3.57,    6.59,    6.83
50.25961,4.95191,1990,03,25,    5.80,    1.22,    3.24,    4.58
50.25961,4.95191,1990,03,26,    6.91,    1.75,    4.39,    5.16
50.25961,4.95191,1990,03,27,    8.26,    0.52,    4.52,    7.74
50.25961,4.95191,1990,03,28,    8.51,    0.50,    4.17,    8.01
50.25961,4.95191,1990,03,29,   11.02,    1.53,    5.51,    9.49
50.25961,4.95191,1990,03,30,   12.95,    1.23,    6.57,   11.72
50.25961,4.95191,1990,03,31,   16.84,    2.08,    9.43,   14.76
50.25961,4.95191,1990,04,01,   18.32,    5.61,   11.20,   12.71
50.25961,4.95191,1990,04,02,   15.54,    5.40,   10.54,   10.14
50.25961,4.95191,1990,04,03,   10.35,    2.49,    6.46,    7.86
50.25961,4.95191,1990,04,04,    6.00,   -0.76,    2.91,    6.76
50.25961,4.95191,1990,04,05,    7.86,   -3.53,    1.96,   11.39
50.25961,4.95191,1990,04,06,   10.86,   -3.36,    4.28,   14.22
50.25961,4.95191,1990,04,07,   11.30,    0.41,    5.53,   10.89
50.25961,4.95191,1990,04,08,    8.15,    0.10,    3.86,    8.05
50.25961,4.95191,1990,04,09,    9.54,   -2.72,    3.16,   12.26
50.25961,4.95191,1990,04,10,   11.27,   -3.90,    4.94,   15.17
50.25961,4.95191,1990,04,11,   11.43,    2.81,    7.13,    8.62
50.25961,4.95191,1990,04,12,   12.24,    3.35,    8.53,    8.89
50.25961,4.95191,1990,04,13,   12.38,    4.72,    8.52,    7.66
50.25961,4.95191,1990,04,14,    9.80,    3.85,    6.59,    5.96
50.25961,4.95191,1990,04,15,    9.11,    2.03,    5.64,    7.09
50.25961,4.95191,1990,04,16,    9.22,    3.65,    5.83,    5.57
50.25961,4.95191,1990,04,17,    8.74,    1.07,    5.33,    7.67
50.25961,4.95191,1990,04,18,    6.83,    0.90,    3.38,    5.93
50.25961,4.95191,1990,04,19,    6.17,   -1.18,    3.05,    7.35
50.25961,4.95191,1990,04,20,    8.35,    0.39,    4.24,    7.96
50.25961,4.95191,1990,04,21,   15.31,    2.26,    9.02,   13.04
50.25961,4.95191,1990,04,22,   15.23,    5.89,   10.30,    9.34
50.25961,4.95191,1990,04,23,   14.68,    6.54,   10.03,    8.14
50.25961,4.95191,1990,04,24,   13.49,    6.08,    9.61,    7.41
50.25961,4.95191,1990,04,25,   13.75,    5.43,    9.48,    8.32
50.25961,4.95191,1990,04,26,   16.82,    5.30,   10.72,   11.52
50.25961,4.95191,1990,04,27,   12.86,    1.41,    8.45,   11.45
50.25961,4.95191,1990,04,28,   12.49,   -0.17,    6.73,   12.67
50.25961,4.95191,1990,04,29,   17.47,    2.64,   10.46,   14.83
50.25961,4.95191,1990,04,30,   20.73,    5.61,   13.77,   15.12
50.25961,4.95191,1990,05,01,   22.40,    8.04,   15.50,   14.36
50.25961,4.95191,1990,05,02,   23.41,    8.49,   16.62,   14.92
50.25961,4.95191,1990,05,03,   22.21,   10.44,   16.13,   11.76
50.25961,4.95191,1990,05,04,   22.23,    8.42,   15.52,   13.81
50.25961,4.95191,1990,05,05,   24.32,   10.27,   17.82,   14.05
50.25961,4.95191,1990,05,06,   24.71,   11.16,   18.92,   13.55
50.25961,4.95191,1990,05,07,   21.66,   10.18,   16.18,   11.48
50.25961,4.95191,1990,05,08,   21.49,    8.43,   15.89,   13.06
50.25961,4.95191,1990,05,09,   18.67,    9.90,   14.34,    8.77
50.25961,4.95191,1990,05,10,   14.40,    6.22,   11.27,    8.17
50.25961,4.95191,1990,05,11,   13.35,    5.66,    9.72,    7.70
50.25961,4.95191,1990,05,12,   12.14,    5.78,    9.39,    6.36
50.25961,4.95191,1990,05,13,   15.96,    5.39,   10.50,   10.57
50.25961,4.95191,1990,05,14,   16.64,    6.43,   11.57,   10.21
50.25961,4.95191,1990,05,15,   18.93,    7.24,   13.75,   11.69
50.25961,4.95191,1990,05,16,   19.15,   10.20,   14.67,    8.94
50.25961,4.95191,1990,05,17,   19.16,    7.92,   13.86,   11.25
50.25961,4.95191,1990,05,18,   16.67,    6.67,   11.56,   10.00
50.25961,4.95191,1990,05,19,   19.01,    5.34,   12.78,   13.67
50.25961,4.95191,1990,05,20,   21.42,    8.05,   15.31,   13.37
50.25961,4.95191,1990,05,21,   20.22,    9.76,   15.26,   10.46
50.25961,4.95191,1990,05,22,   19.28,    9.64,   14.60,    9.64
50.25961,4.95191,1990,05,23,   20.39,    8.83,   14.69,   11.56
50.25961,4.95191,1990,05,24,   18.80,    6.93,   13.15,   11.87
50.25961,4.95191,1990,05,25,   14.95,    5.87,   10.35,    9.07
50.25961,4.95191,1990,05,26,   15.93,    4.18,   10.37,   11.75
50.25961,4.95191,1990,05,27,   16.93,    3.53,   11.00,   13.40
50.25961,4.95191,1990,05,28,   15.76,    4.39,   10.30,   11.37
50.25961,4.95191,1990,05,29,   17.96,    4.10,   12.34,   13.86
50.25961,4.95191,1990,05,30,   19.46,    7.05,   14.38,   12.41
50.25961,4.95191,1990,05,31,   21.64,    9.57,   16.73,   12.08
50.25961,4.95191,1990,06,01,   23.70,   10.42,   18.08,   13.28
50.25961,4.95191,1990,06,02,   16.27,    9.39,   13.68,    6.88
50.25961,4.95191,1990,06,03,   15.19,    8.88,   11.99,    6.30
50.25961,4.95191,1990,06,04,   15.31,    6.83,   11.31,    8.49
50.25961,4.95191,1990,06,05,   17.32,    5.34,   12.39,   11.98
50.25961,4.95191,1990,06,06,   17.42,    8.62,   13.20,    8.80
50.25961,4.95191,1990,06,07,   16.35,    8.29,   13.14,    8.06
50.25961,4.95191,1990,06,08,   14.76,    7.41,   10.90,    7.35
50.25961,4.95191,1990,06,09,   12.19,    7.91,    9.99,    4.27
50.25961,4.95191,1990,06,10,   16.98,    7.48,   12.27,    9.50
50.25961,4.95191,1990,06,11,   16.47,    8.86,   12.48,    7.60
50.25961,4.95191,1990,06,12,   16.73,    9.57,   12.96,    7.16
50.25961,4.95191,1990,06,13,   16.28,    7.74,   12.07,    8.54
50.25961,4.95191,1990,06,14,   16.17,    7.74,   11.91,    8.42
50.25961,4.95191,1990,06,15,   16.94,    6.46,   12.38,   10.49
50.25961,4.95191,1990,06,16,   20.46,    7.93,   14.55,   12.53
50.25961,4.95191,1990,06,17,   21.95,    9.01,   16.27,   12.94
50.25961,4.95191,1990,06,18,   19.89,   11.71,   16.42,    8.18
50.25961,4.95191,1990,06,19,   20.56,   12.71,   15.99,    7.84
50.25961,4.95191,1990,06,20,   19.09,   10.59,   15.04,    8.50
50.25961,4.95191,1990,06,21,   16.79,    8.90,   13.81,    7.90
50.25961,4.95191,1990,06,22,   15.18,   10.28,   13.02,    4.90
50.25961,4.95191,1990,06,23,   17.36,   10.03,   13.56,    7.33
50.25961,4.95191,1990,06,24,   20.08,    7.47,   14.87,   12.61
50.25961,4.95191,1990,06,25,   23.74,   11.67,   18.43,   12.07
50.25961,4.95191,1990,06,26,   27.37,   13.29,   21.36,   14.08
50.25961,4.95191,1990,06,27,   25.30,   15.50,   20.93,    9.80
50.25961,4.95191,1990,06,28,   18.44,   11.40,   15.67,    7.05
50.25961,4.95191,1990,06,29,   22.60,   12.20,   18.11,   10.40
50.25961,4.95191,1990,06,30,   24.46,   13.31,   18.80,   11.15
50.25961,4.95191,1990,07,01,   17.58,    9.17,   13.79,    8.42
50.25961,4.95191,1990,07,02,   17.35,    7.75,   13.31,    9.60
50.25961,4.95191,1990,07,03,   17.41,    8.41,   13.35,    9.00
50.25961,4.95191,1990,07,04,   18.66,    7.01,   13.72,   11.66
50.25961,4.95191,1990,07,05,   17.64,   11.58,   14.30,    6.06
50.25961,4.95191,1990,07,06,   15.71,    9.85,   12.78,    5.86
50.25961,4.95191,1990,07,07,   17.18,    9.37,   13.42,    7.81
50.25961,4.95191,1990,07,08,   22.36,   14.69,   18.72,    7.67
50.25961,4.95191,1990,07,09,   18.63,   11.06,   14.78,    7.57
50.25961,4.95191,1990,07,10,   17.39,    8.45,   13.36,    8.94
50.25961,4.95191,1990,07,11,   20.98,    7.00,   15.38,   13.98
50.25961,4.95191,1990,07,12,   24.96,   10.62,   18.68,   14.33
50.25961,4.95191,1990,07,13,   25.06,   12.97,   19.04,   12.10
50.25961,4.95191,1990,07,14,   23.11,   10.66,   16.81,   12.45
50.25961,4.95191,1990,07,15,   25.99,    9.91,   19.44,   16.09
50.25961,4.95191,1990,07,16,   27.06,   14.70,   21.25,   12.36
50.25961,4.95191,1990,07,17,   21.49,   10.60,   16.25,   10.88
50.25961,4.95191,1990,07,18,   20.69,    8.72,   15.06,   11.97
50.25961,4.95191,1990,07,19,   22.91,    8.17,   16.38,   14.74
50.25961,4.95191,1990,07,20,   26.35,   11.30,   19.61,   15.05
50.25961,4.95191,1990,07,21,   27.87,   14.66,   21.63,   13.22
50.25961,4.95191,1990,07,22,   24.53,   12.83,   18.88,   11.70
50.25961,4.95191,1990,07,23,   20.92,    9.71,   15.51,   11.21
50.25961,4.95191,1990,07,24,   20.17,    7.37,   14.37,   12.79
50.25961,4.95191,1990,07,25,   21.27,    7.76,   15.10,   13.51
50.25961,4.95191,1990,07,26,   26.56,    8.90,   18.55,   17.66
50.25961,4.95191,1990,07,27,   28.92,   13.52,   21.61,   15.39
50.25961,4.95191,1990,07,28,   29.09,   15.84,   22.33,   13.25
50.25961,4.95191,1990,07,29,   24.53,   14.30,   19.30,   10.23
50.25961,4.95191,1990,07,30,   27.21,   12.75,   20.82,   14.46
50.25961,4.95191,1990,07,31,   28.70,   15.06,   22.23,   13.63
50.25961,4.95191,1990,08,01,   29.70,   16.17,   23.21,   13.52
50.25961,4.95191,1990,08,02,   31.34,   16.30,   24.13,   15.05
50.25961,4.95191,1990,08,03,   32.57,   17.07,   25.12,   15.50
50.25961,4.95191,1990,08,04,   33.14,   17.38,   25.43,   15.75
50.25961,4.95191,1990,08,05,   26.66,   14.88,   20.81,   11.78
50.25961,4.95191,1990,08,06,   19.93,   10.39,   15.49,    9.53
50.25961,4.95191,1990,08,07,   19.33,    8.52,   14.42,   10.81
50.25961,4.95191,1990,08,08,   21.87,    9.07,   16.04,   12.80
50.25961,4.95191,1990,08,09,   24.85,   12.22,   18.47,   12.63
50.25961,4.95191,1990,08,10,   25.23,   12.14,   19.79,   13.10
50.25961,4.95191,1990,08,11,   27.40,   14.80,   21.50,   12.60
50.25961,4.95191,1990,08,12,   31.37,   15.61,   23.97,   15.76
50.25961,4.95191,1990,08,13,   28.51,   17.48,   22.32,   11.02
50.25961,4.95191,1990,08,14,   25.30,   15.70,   20.10,    9.61
50.25961,4.95191,1990,08,15,   23.97,   14.38,   19.39,    9.58
50.25961,4.95191,1990,08,16,   20.58,   11.39,   17.03,    9.19
50.25961,4.95191,1990,08,17,   19.49,    9.95,   14.66,    9.53
50.25961,4.95191,1990,08,18,   19.25,   10.42,   14.09,    8.83
50.25961,4.95191,1990,08,19,   21.67,    9.02,   16.24,   12.65
50.25961,4.95191,1990,08,20,   20.33,   11.52,   16.43,    8.81
50.25961,4.95191,1990,08,21,   19.52,   10.33,   14.55,    9.20
50.25961,4.95191,1990,08,22,   21.91,    8.46,   15.70,   13.45
50.25961,4.95191,1990,08,23,   26.18,   13.60,   19.75,   12.58
50.25961,4.95191,1990,08,24,   29.48,   14.16,   21.29,   15.33
50.25961,4.95191,1990,08,25,   25.96,   15.12,   20.55,   10.84
50.25961,4.95191,1990,08,26,   25.16,   13.48,   19.39,   11.68
50.25961,4.95191,1990,08,27,   26.60,   13.74,   20.39,   12.86
50.25961,4.95191,1990,08,28,   27.17,   15.53,   21.31,   11.64
50.25961,4.95191,1990,08,29,   28.30,   16.08,   22.60,   12.22
50.25961,4.95191,1990,08,30,   19.51,   12.41,   16.39,    7.10
50.25961,4.95191,1990,08,31,   13.93,   10.38,   12.36,    3.55
50.25961,4.95191,1990,09,01,   18.55,   10.08,   13.63,    8.47
50.25961,4.95191,1990,09,02,   21.04,   11.97,   16.30,    9.07
50.25961,4.95191,1990,09,03,   23.49,   12.03,   17.72,   11.45
50.25961,4.95191,1990,09,04,   18.60,    9.50,   14.73,    9.10
50.25961,4.95191,1990,09,05,   18.53,    8.79,   13.67,    9.74
50.25961,4.95191,1990,09,06,   17.82,    9.73,   13.60,    8.09
50.25961,4.95191,1990,09,07,   13.85,    8.75,   11.50,    5.10
50.25961,4.95191,1990,09,08,   17.57,    8.14,   12.78,    9.43
50.25961,4.95191,1990,09,09,   18.65,    6.56,   12.52,   12.09
50.25961,4.95191,1990,09,10,   16.92,    7.69,   12.58,    9.23
50.25961,4.95191,1990,09,11,   18.42,    8.98,   12.82,    9.43
50.25961,4.95191,1990,09,12,   18.43,    7.85,   13.18,   10.58
50.25961,4.95191,1990,09,13,   20.78,    8.05,   14.17,   12.73
50.25961,4.95191,1990,09,14,   21.42,    7.60,   14.27,   13.82
50.25961,4.95191,1990,09,15,   17.94,    8.23,   12.41,    9.70
50.25961,4.95191,1990,09,16,   17.31,    4.87,   10.85,   12.44
50.25961,4.95191,1990,09,17,   15.39,    4.74,   10.66,   10.65
50.25961,4.95191,1990,09,18,   16.99,    7.28,   12.37,    9.71
50.25961,4.95191,1990,09,19,   16.34,    6.54,   12.16,    9.80
50.25961,4.95191,1990,09,20,   12.79,    4.67,    9.28,    8.12
50.25961,4.95191,1990,09,21,   14.00,    8.91,   11.13,    5.09
50.25961,4.95191,1990,09,22,   15.95,    8.15,   11.46,    7.81
50.25961,4.95191,1990,09,23,   16.03,    8.94,   12.03,    7.10
50.25961,4.95191,1990,09,24,   13.83,    7.00,   10.16,    6.83
50.25961,4.95191,1990,09,25,   15.03,    6.77,   10.17,    8.26
50.25961,4.95191,1990,09,26,   14.80,    4.73,    9.60,   10.07
50.25961,4.95191,1990,09,27,   13.50,    3.66,    8.48,    9.85
50.25961,4.95191,1990,09,28,   17.30,    4.30,   10.32,   13.00
50.25961,4.95191,1990,09,29,   16.97,    5.75,   11.63,   11.22
50.25961,4.95191,1990,09,30,   20.46,   13.67,   16.41,    6.79
50.25961,4.95191,1990,10,01,   17.80,   12.69,   14.47,    5.11
50.25961,4.95191,1990,10,02,   17.96,   10.74,   13.75,    7.22
50.25961,4.95191,1990,10,03,   22.24,   10.51,   15.42,   11.72
50.25961,4.95191,1990,10,04,   15.13,    7.39,   10.97,    7.74
50.25961,4.95191,1990,10,05,   15.33,    6.76,   11.15,    8.57
50.25961,4.95191,1990,10,06,   18.13,   10.15,   14.03,    7.98
50.25961,4.95191,1990,10,07,   14.40,    5.38,   10.08,    9.02
50.25961,4.95191,1990,10,08,   12.23,    4.17,    7.65,    8.06
50.25961,4.95191,1990,10,09,   13.46,    2.79,    7.69,   10.67
50.25961,4.95191,1990,10,10,   14.73,    6.36,    9.88,    8.37
50.25961,4.95191,1990,10,11,   17.44,    3.91,    9.87,   13.53
50.25961,4.95191,1990,10,12,   23.42,    7.90,   14.41,   15.52
50.25961,4.95191,1990,10,13,   21.98,   12.82,   16.22,    9.16
50.25961,4.95191,1990,10,14,   22.51,   12.43,   16.95,   10.09
50.25961,4.95191,1990,10,15,   20.99,   13.13,   16.63,    7.86
50.25961,4.95191,1990,10,16,   19.43,   10.29,   14.34,    9.14
50.25961,4.95191,1990,10,17,   19.96,   10.34,   14.77,    9.61
50.25961,4.95191,1990,10,18,   16.28,   11.54,   13.35,    4.74
50.25961,4.95191,1990,10,19,   18.12,    9.01,   12.94,    9.11
50.25961,4.95191,1990,10,20,   16.48,    9.77,   12.31,    6.71
50.25961,4.95191,1990,10,21,   14.48,    4.62,    9.63,    9.87
50.25961,4.95191,1990,10,22,   12.55,    2.08,    6.20,   10.47
50.25961,4.95191,1990,10,23,   17.22,    1.81,    8.24,   15.41
50.25961,4.95191,1990,10,24,   17.37,    6.31,   10.81,   11.06
50.25961,4.95191,1990,10,25,   11.57,    8.07,    9.49,    3.50
50.25961,4.95191,1990,10,26,    9.64,    6.63,    8.21,    3.01
50.25961,4.95191,1990,10,27,   10.12,    6.69,    8.37,    3.42
50.25961,4.95191,1990,10,28,   10.65,    7.88,    9.20,    2.77
50.25961,4.95191,1990,10,29,    9.95,    5.07,    7.07,    4.88
50.25961,4.95191,1990,10,30,   10.42,    4.30,    7.25,    6.13
50.25961,4.95191,1990,10,31,   11.61,    6.08,    8.68,    5.53
50.25961,4.95191,1990,11,01,   10.61,    6.26,    7.88,    4.35
50.25961,4.95191,1990,11,02,    7.18,    2.72,    5.43,    4.46
50.25961,4.95191,1990,11,03,    7.57,    1.59,    4.57,    5.98
50.25961,4.95191,1990,11,04,    7.23,    2.93,    4.80,    4.30
50.25961,4.95191,1990,11,05,    7.32,   -1.06,    3.02,    8.38
50.25961,4.95191,1990,11,06,    7.36,   -1.79,    1.70,    9.15
50.25961,4.95191,1990,11,07,    8.80,   -2.23,    1.81,   11.03
50.25961,4.95191,1990,11,08,    8.06,   -1.62,    1.50,    9.69
50.25961,4.95191,1990,11,09,    9.24,   -3.33,    1.95,   12.57
50.25961,4.95191,1990,11,10,   10.31,    3.39,    7.23,    6.92
50.25961,4.95191,1990,11,11,   11.85,    6.03,    8.59,    5.82
50.25961,4.95191,1990,11,12,   10.76,    5.62,    7.40,    5.14
50.25961,4.95191,1990,11,13,   10.35,    7.21,    8.66,    3.14
50.25961,4.95191,1990,11,14,   12.67,    8.06,    9.55,    4.62
50.25961,4.95191,1990,11,15,   10.91,    5.49,    7.65,    5.43
50.25961,4.95191,1990,11,16,   11.88,    5.89,    8.96,    5.99
50.25961,4.95191,1990,11,17,   13.32,   10.71,   11.56,    2.61
50.25961,4.95191,1990,11,18,   10.66,    5.32,    8.14,    5.35
50.25961,4.95191,1990,11,19,    7.94,    4.79,    6.13,    3.15
50.25961,4.95191,1990,11,20,    8.10,    3.17,    6.16,    4.93
50.25961,4.95191,1990,11,21,    6.44,   -0.20,    2.83,    6.64
50.25961,4.95191,1990,11,22,    6.97,   -0.46,    1.65,    7.43
50.25961,4.95191,1990,11,23,    3.73,   -1.42,    0.15,    5.15
50.25961,4.95191,1990,11,24,    4.52,   -1.11,    1.97,    5.63
50.25961,4.95191,1990,11,25,    3.75,    0.90,    2.32,    2.85
50.25961,4.95191,1990,11,26,    4.43,   -0.91,    1.89,    5.34
50.25961,4.95191,1990,11,27,    5.14,   -0.89,    1.49,    6.03
50.25961,4.95191,1990,11,28,    3.79,   -0.75,    1.16,    4.55
